=== DRISHTIGRID GUJARAT STATE SURVEILLANCE AUDIT ===
Report Type,COVERAGE_GAP
Jurisdiction District,All Districts
Generated Timestamp,2026-09-07T08:12:30.814Z
Total Monitored Cameras,300
Operational Online,201
Total Jurisdiction Area (sq km),6283
Optical Coverage Area (sq km),7.38
Estimated Blind Spot Rate (%),88%
Surveillance Density (cams/sq km),0.05

=== PRIORITY COVERAGE BLIND SPOTS & RECOMMENDATIONS ===
Hotspot ID,Corridor / Area,District,Severity,Recommended CCTV Units,Nearest Police Station,Strategic Rationale
"GAP-GJ-01","Statewide Outer Ring Road & Radial Extension Corridor","Statewide","CRITICAL","+6 Units","Statewide Highway Division Traffic PS","High vehicle volume arterial junction with zero visual overlapping buffers beyond 400m"
"GAP-GJ-02","Statewide Ring Road Freight Line","Statewide","HIGH","+4 Units","Statewide Industrial Area Police Station","Heavy commercial transit corridor lacking night-vision ANPR units and cross-lane surveillance"
"GAP-GJ-03","Statewide Income Tax Circle Road Pedestrian Chokepoint","Statewide","MEDIUM","+3 Units","Statewide City Central Police Station","Dense pedestrian choke-point with single direction PTZ blind angle during peak commercial hours"

=== REGISTERED SURVEILLANCE UNITS IN JURISDICTION ===
Camera ID,Name,District,Taluka,Type,Status,Uptime 30d %,Police Station,Latitude,Longitude
"GJ-DEMO-CAM-0026","Anand Bridge Cam 03 - Amul Dairy","Anand","Anand","Dome","online","96.5","",22.549783,72.941427
"GJ-DEMO-CAM-0027","Bharuch Bridge Cam 01 - Ankleshwar GIDC Gate","Bharuch","Bharuch","Bullet","online","96.5","",21.694671,73.007733
"GJ-DEMO-CAM-0028","Bharuch Public Place Cam 02 - Ankleshwar GIDC Gate","Bharuch","Bharuch","Bullet","online","96.5","",21.692315,72.991693
"GJ-DEMO-CAM-0029","Mehsana Bridge Cam 01 - Mehsana Railway Station","Mehsana","Mehsana","PTZ","online","96.5","",23.563603,72.39642
"GJ-DEMO-CAM-0030","Mehsana Road Cam 02 - Radhanpur Circle","Mehsana","Mehsana","Fixed","offline","96.5","",23.601101,72.362339
"GJ-DEMO-CAM-0031","Mehsana Public Place Cam 03 - Urban Health Center","Mehsana","Mehsana","Bullet","online","96.5","",23.566,72.367179
"GJ-DEMO-CAM-0032","Valsad Circle Cam 01 - Valsad Railway Station","Valsad","Valsad","Fixed","online","96.5","",20.615149,72.935478
"GJ-DEMO-CAM-0033","Valsad Circle Cam 02 - Auro Point","Valsad","Valsad","Bullet","online","96.5","",20.611585,72.908054
"GJ-DEMO-CAM-0034","Valsad Bridge Cam 03 - Auro Point","Valsad","Valsad","Bullet","online","96.5","",20.587117,72.927599
"GJ-DEMO-CAM-0035","Bhuj Junction Cam 01 - Bhujio Hillock","Kutch","Bhuj","Bullet","online","96.5","",23.26243,69.692072
"GJ-DEMO-CAM-0036","Bhuj Market Cam 02 - Hamirsar Lake","Kutch","Bhuj","Bullet","online","96.5","",23.231641,69.664182
"GJ-DEMO-CAM-0037","Bhuj Road Cam 03 - Bhuj Railway Station","Kutch","Bhuj","PTZ","online","96.5","",23.257254,69.693877
"GJ-DEMO-CAM-0038","Navsari Junction Cam 01 - Sayaji Library Circle","Navsari","Navsari","Dome","online","96.5","",20.963368,72.931826
"GJ-DEMO-CAM-0039","Navsari Junction Cam 02 - Purna River Bridge","Navsari","Navsari","Dome","online","96.5","",20.922814,72.968349
"GJ-DEMO-CAM-0040","Porbandar Railway Station Cam 01 - Chowpatty Circle","Porbandar","Porbandar","PTZ","online","96.5","",21.637711,69.621031
"GJ-DEMO-CAM-0041","Porbandar Circle Cam 02 - Kirti Mandir","Porbandar","Porbandar","PTZ","offline","96.5","",21.631038,69.61403
"GJ-DEMO-CAM-0042","Patan Junction Cam 01 - Sahastralinga Talav","Patan","Patan","PTZ","online","96.5","",23.83972,72.149419
"GJ-DEMO-CAM-0043","Patan Public Place Cam 02 - Patan Bus Stand","Patan","Patan","Bullet","online","96.5","",23.824883,72.109896
"GJ-DEMO-CAM-0044","Patan Highway Cam 03 - Patan Bus Stand","Patan","Patan","PTZ","online","96.5","",23.834384,72.103839
"GJ-DEMO-CAM-0045","Godhra Market Cam 01 - Godhra Bus Stand","Panchmahal","Godhra","Fixed","maintenance","96.5","",22.759566,73.584449
"GJ-DEMO-CAM-0046","Godhra Circle Cam 02 - Godhra Railway Station","Panchmahal","Godhra","Fixed","offline","96.5","",22.777523,73.604042
"GJ-DEMO-CAM-0047","Godhra Bridge Cam 03 - Godhra Bus Stand","Panchmahal","Godhra","Bullet","online","96.5","",22.753911,73.598491
"GJ-DEMO-CAM-0048","Morbi Highway Cam 01 - Machhu Dam","Morbi","Morbi","PTZ","online","96.5","",22.844155,70.820267
"GJ-DEMO-CAM-0049","Morbi Bridge Cam 02 - Morbi Railway Station","Morbi","Morbi","Dome","offline","96.5","",22.801189,70.850217
"GJ-DEMO-CAM-0050","Morbi Market Cam 03 - Green Chowk","Morbi","Morbi","Bullet","online","96.5","",22.791585,70.817755
"GJ-DEMO-CAM-0051","Sanand Bridge Cam 01 - Sanand Bridge","Ahmedabad","Sanand","Bullet","online","96.5","",22.992327,72.373985
"GJ-DEMO-CAM-0052","Sanand Market Cam 02 - Sanand Main Market","Ahmedabad","Sanand","Dome","online","96.5","",22.992007,72.384495
"GJ-DEMO-CAM-0053","Dholka Road Cam 01 - Dholka Main Road","Ahmedabad","Dholka","Fixed","online","96.5","",22.712993,72.474514
"GJ-DEMO-CAM-0054","Dholka Bridge Cam 02 - Dholka Bridge","Ahmedabad","Dholka","PTZ","online","96.5","",22.713312,72.482455
"GJ-DEMO-CAM-0055","Bavla Railway Station Cam 01 - Bavla Railway Station","Ahmedabad","Bavla","Bullet","online","96.5","",22.840632,72.349
"GJ-DEMO-CAM-0056","Bavla Junction Cam 02 - Bavla Junction","Ahmedabad","Bavla","Dome","online","96.5","",22.823264,72.352104
"GJ-DEMO-CAM-0057","Kalol Railway Station Cam 01 - Kalol Railway Station","Gandhinagar","Kalol","Fixed","online","96.5","",23.24203,72.491525
"GJ-DEMO-CAM-0058","Kalol Junction Cam 02 - Kalol Junction","Gandhinagar","Kalol","PTZ","online","96.5","",23.244021,72.505149
"GJ-DEMO-CAM-0059","Dehgam Circle Cam 01 - Dehgam Circle","Gandhinagar","Dehgam","Bullet","maintenance","96.5","",23.156345,72.806331
"GJ-DEMO-CAM-0060","Dehgam Railway Station Cam 02 - Dehgam Railway Station","Gandhinagar","Dehgam","Dome","online","96.5","",23.170773,72.81224
"GJ-DEMO-CAM-0061","Umreth Junction Cam 01 - Umreth Junction","Anand","Umreth","Fixed","online","96.5","",22.689279,73.109376
"GJ-DEMO-CAM-0062","Umreth Market Cam 02 - Umreth Main Market","Anand","Umreth","PTZ","maintenance","96.5","",22.693285,73.116921
"GJ-DEMO-CAM-0063","Borsad Public Place Cam 01 - Borsad Town Square","Anand","Borsad","Bullet","online","96.5","",22.419922,72.894336
"GJ-DEMO-CAM-0064","Borsad Circle Cam 02 - Borsad Circle","Anand","Borsad","Dome","offline","96.5","",22.408578,72.898604
"GJ-DEMO-CAM-0065","Petlad Highway Cam 01 - Petlad Bypass Highway","Anand","Petlad","Fixed","maintenance","96.5","",22.463452,72.777094
"GJ-DEMO-CAM-0066","Petlad Bridge Cam 02 - Petlad Bridge","Anand","Petlad","PTZ","maintenance","96.5","",22.478129,72.774159
"GJ-DEMO-CAM-0067","Khambhat Circle Cam 01 - Khambhat Circle","Anand","Khambhat","Bullet","offline","96.5","",22.321606,72.611638
"GJ-DEMO-CAM-0068","Khambhat Junction Cam 02 - Khambhat Junction","Anand","Khambhat","Dome","online","96.5","",22.324205,72.612999
"GJ-DEMO-CAM-0069","Ankleshwar Railway Station Cam 01 - Ankleshwar Railway Station","Bharuch","Ankleshwar","Fixed","maintenance","96.5","",21.633474,73.014173
"GJ-DEMO-CAM-0070","Ankleshwar Highway Cam 02 - Ankleshwar Bypass Highway","Bharuch","Ankleshwar","PTZ","online","96.5","",21.616279,73.019642
"GJ-DEMO-CAM-0071","Jambusar Highway Cam 01 - Jambusar Bypass Highway","Bharuch","Jambusar","Bullet","offline","96.5","",22.053958,72.780399
"GJ-DEMO-CAM-0072","Jambusar Circle Cam 02 - Jambusar Circle","Bharuch","Jambusar","Dome","online","96.5","",22.053713,72.78246
"GJ-DEMO-CAM-0073","Vagra Market Cam 01 - Vagra Main Market","Bharuch","Vagra","Fixed","maintenance","96.5","",21.608236,72.889109
"GJ-DEMO-CAM-0074","Vagra Circle Cam 02 - Vagra Circle","Bharuch","Vagra","PTZ","maintenance","96.5","",21.621203,72.909424
"GJ-DEMO-CAM-0075","Mahuva Road Cam 01 - Mahuva Main Road","Bhavnagar","Mahuva","Bullet","maintenance","96.5","",21.096709,71.768291
"GJ-DEMO-CAM-0076","Mahuva Public Place Cam 02 - Mahuva Town Square","Bhavnagar","Mahuva","Dome","online","96.5","",21.079655,71.772664
"GJ-DEMO-CAM-0077","Palitana Circle Cam 01 - Palitana Circle","Bhavnagar","Palitana","Fixed","offline","96.5","",21.51575,71.831255
"GJ-DEMO-CAM-0078","Palitana Road Cam 02 - Palitana Main Road","Bhavnagar","Palitana","PTZ","maintenance","96.5","",21.532905,71.815069
"GJ-DEMO-CAM-0079","Sihor Junction Cam 01 - Sihor Junction","Bhavnagar","Sihor","Bullet","online","96.5","",21.699655,71.964033
"GJ-DEMO-CAM-0080","Sihor Highway Cam 02 - Sihor Bypass Highway","Bhavnagar","Sihor","Dome","online","96.5","",21.698287,71.975504
"GJ-DEMO-CAM-0081","Talaja Market Cam 01 - Talaja Main Market","Bhavnagar","Talaja","Fixed","online","96.5","",21.349287,72.055977
"GJ-DEMO-CAM-0082","Talaja Railway Station Cam 02 - Talaja Railway Station","Bhavnagar","Talaja","PTZ","online","96.5","",21.343725,72.049365
"GJ-DEMO-CAM-0083","Kalavad Bridge Cam 01 - Kalavad Bridge","Jamnagar","Kalavad","Bullet","online","96.5","",22.120956,70.427696
"GJ-DEMO-CAM-0084","Kalavad Highway Cam 02 - Kalavad Bypass Highway","Jamnagar","Kalavad","Dome","online","96.5","",22.113033,70.414981
"GJ-DEMO-CAM-0085","Jodiya Highway Cam 01 - Jodiya Bypass Highway","Jamnagar","Jodiya","Fixed","online","96.5","",22.722311,70.294471
"GJ-DEMO-CAM-0086","Jodiya Junction Cam 02 - Jodiya Junction","Jamnagar","Jodiya","PTZ","online","96.5","",22.722711,70.284976
"GJ-DEMO-CAM-0087","Keshod Market Cam 01 - Keshod Main Market","Junagadh","Keshod","Bullet","online","96.5","",21.309123,70.251339
"GJ-DEMO-CAM-0088","Keshod Road Cam 02 - Keshod Main Road","Junagadh","Keshod","Dome","online","96.5","",21.290233,70.243318
"GJ-DEMO-CAM-0089","Mangrol Market Cam 01 - Mangrol Main Market","Junagadh","Mangrol","Fixed","online","96.5","",21.107596,70.109322
"GJ-DEMO-CAM-0090","Mangrol Highway Cam 02 - Mangrol Bypass Highway","Junagadh","Mangrol","PTZ","offline","96.5","",21.113361,70.111954
"GJ-DEMO-CAM-0091","Visavadar Market Cam 01 - Visavadar Main Market","Junagadh","Visavadar","Bullet","online","96.5","",21.331871,70.742425
"GJ-DEMO-CAM-0092","Visavadar Junction Cam 02 - Visavadar Junction","Junagadh","Visavadar","Dome","online","96.5","",21.340767,70.760779
"GJ-DEMO-CAM-0093","Manavadar Railway Station Cam 01 - Manavadar Railway Station","Junagadh","Manavadar","Fixed","offline","96.5","",21.502905,70.135931
"GJ-DEMO-CAM-0094","Manavadar Highway Cam 02 - Manavadar Bypass Highway","Junagadh","Manavadar","PTZ","online","96.5","",21.497804,70.137845
"GJ-DEMO-CAM-0095","Gandhidham Circle Cam 01 - Gandhidham Circle","Kutch","Gandhidham","Bullet","offline","96.5","",23.083543,70.139802
"GJ-DEMO-CAM-0096","Gandhidham Market Cam 02 - Gandhidham Main Market","Kutch","Gandhidham","Dome","online","96.5","",23.090624,70.130011
"GJ-DEMO-CAM-0097","Mandvi Market Cam 01 - Mandvi Main Market","Kutch","Mandvi","Fixed","online","96.5","",22.839615,69.342205
"GJ-DEMO-CAM-0098","Mandvi Road Cam 02 - Mandvi Main Road","Kutch","Mandvi","PTZ","online","96.5","",22.829005,69.34051
"GJ-DEMO-CAM-0099","Anjar Circle Cam 01 - Anjar Circle","Kutch","Anjar","Bullet","online","96.5","",23.125458,70.041098
"GJ-DEMO-CAM-0100","Anjar Railway Station Cam 02 - Anjar Railway Station","Kutch","Anjar","Dome","online","96.5","",23.12294,70.026185
"GJ-DEMO-CAM-0101","Bhachau Bridge Cam 01 - Bhachau Bridge","Kutch","Bhachau","Fixed","maintenance","96.5","",23.290237,70.345114
"GJ-DEMO-CAM-0102","Bhachau Market Cam 02 - Bhachau Main Market","Kutch","Bhachau","PTZ","online","96.5","",23.298963,70.324771
"GJ-DEMO-CAM-0103","Nakhatrana Market Cam 01 - Nakhatrana Main Market","Kutch","Nakhatrana","Bullet","maintenance","96.5","",23.331918,69.263839
"GJ-DEMO-CAM-0104","Nakhatrana Railway Station Cam 02 - Nakhatrana Railway Station","Kutch","Nakhatrana","Dome","online","96.5","",23.323605,69.266613
"GJ-DEMO-CAM-0105","Visnagar Public Place Cam 01 - Visnagar Town Square","Mehsana","Visnagar","Fixed","online","96.5","",23.708981,72.548567
"GJ-DEMO-CAM-0106","Visnagar Railway Station Cam 02 - Visnagar Railway Station","Mehsana","Visnagar","PTZ","maintenance","96.5","",23.704625,72.553596
"GJ-DEMO-CAM-0107","Unjha Circle Cam 01 - Unjha Circle","Mehsana","Unjha","Bullet","online","96.5","",23.806249,72.404893
"GJ-DEMO-CAM-0108","Unjha Junction Cam 02 - Unjha Junction","Mehsana","Unjha","Dome","online","96.5","",23.793861,72.397889
"GJ-DEMO-CAM-0109","Kadi Road Cam 01 - Kadi Main Road","Mehsana","Kadi","Fixed","maintenance","96.5","",23.29903,72.337304
"GJ-DEMO-CAM-0110","Kadi Public Place Cam 02 - Kadi Town Square","Mehsana","Kadi","PTZ","online","96.5","",23.304568,72.332264
"GJ-DEMO-CAM-0111","Vijapur Market Cam 01 - Vijapur Main Market","Mehsana","Vijapur","Bullet","maintenance","96.5","",23.564199,72.738194
"GJ-DEMO-CAM-0112","Vijapur Bridge Cam 02 - Vijapur Bridge","Mehsana","Vijapur","Dome","online","96.5","",23.570966,72.755302
"GJ-DEMO-CAM-0113","Tankara Highway Cam 01 - Tankara Bypass Highway","Morbi","Tankara","Fixed","online","96.5","",22.645841,70.747972
"GJ-DEMO-CAM-0114","Tankara Bridge Cam 02 - Tankara Bridge","Morbi","Tankara","PTZ","online","96.5","",22.657302,70.74924
"GJ-DEMO-CAM-0115","Wankaner Circle Cam 01 - Wankaner Circle","Morbi","Wankaner","Bullet","online","96.5","",22.620848,70.937436
"GJ-DEMO-CAM-0116","Wankaner Junction Cam 02 - Wankaner Junction","Morbi","Wankaner","Dome","offline","96.5","",22.61995,70.932442
"GJ-DEMO-CAM-0117","Bilimora Junction Cam 01 - Bilimora Junction","Navsari","Gandevi","Fixed","maintenance","96.5","",20.764027,72.946904
"GJ-DEMO-CAM-0118","Bilimora Market Cam 02 - Bilimora Main Market","Navsari","Gandevi","PTZ","online","96.5","",20.771267,72.943214
"GJ-DEMO-CAM-0119","Gandevi Road Cam 01 - Gandevi Main Road","Navsari","Gandevi","Bullet","maintenance","96.5","",20.809791,72.936648
"GJ-DEMO-CAM-0120","Gandevi Bridge Cam 02 - Gandevi Bridge","Navsari","Gandevi","Dome","online","96.5","",20.823285,72.940227
"GJ-DEMO-CAM-0121","Chikhli Public Place Cam 01 - Chikhli Town Square","Navsari","Chikhli","Fixed","online","96.5","",20.852132,73.038379
"GJ-DEMO-CAM-0122","Chikhli Railway Station Cam 02 - Chikhli Railway Station","Navsari","Chikhli","PTZ","offline","96.5","",20.843317,73.052763
"GJ-DEMO-CAM-0123","Halol Road Cam 01 - Halol Main Road","Panchmahal","Halol","Bullet","online","96.5","",22.495731,73.45826
"GJ-DEMO-CAM-0124","Halol Bridge Cam 02 - Halol Bridge","Panchmahal","Halol","Dome","maintenance","96.5","",22.509065,73.467932
"GJ-DEMO-CAM-0125","Kalol Railway Station Cam 01 - Kalol Railway Station","Panchmahal","Kalol","Fixed","online","96.5","",22.594117,73.460886
"GJ-DEMO-CAM-0126","Kalol Highway Cam 02 - Kalol Bypass Highway","Panchmahal","Kalol","PTZ","online","96.5","",22.602075,73.451478
"GJ-DEMO-CAM-0127","Shehra Junction Cam 01 - Shehra Junction","Panchmahal","Shehra","Bullet","online","96.5","",22.749573,73.691635
"GJ-DEMO-CAM-0128","Shehra Circle Cam 02 - Shehra Circle","Panchmahal","Shehra","Dome","maintenance","96.5","",22.744558,73.689598
"GJ-DEMO-CAM-0129","Sidhpur Junction Cam 01 - Sidhpur Junction","Patan","Sidhpur","Fixed","online","96.5","",23.915587,72.375078
"GJ-DEMO-CAM-0130","Sidhpur Road Cam 02 - Sidhpur Main Road","Patan","Sidhpur","PTZ","online","96.5","",23.914876,72.38587
"GJ-DEMO-CAM-0131","Chanasma Junction Cam 01 - Chanasma Junction","Patan","Chanasma","Bullet","maintenance","96.5","",23.706015,72.109606
"GJ-DEMO-CAM-0132","Chanasma Road Cam 02 - Chanasma Main Road","Patan","Chanasma","Dome","online","96.5","",23.717482,72.110223
"GJ-DEMO-CAM-0133","Radhanpur Railway Station Cam 01 - Radhanpur Railway Station","Patan","Radhanpur","Fixed","online","96.5","",23.838328,71.598025
"GJ-DEMO-CAM-0134","Radhanpur Market Cam 02 - Radhanpur Main Market","Patan","Radhanpur","PTZ","maintenance","96.5","",23.830911,71.589888
"GJ-DEMO-CAM-0135","Harij Public Place Cam 01 - Harij Town Square","Patan","Harij","Bullet","online","96.5","",23.774261,71.79367
"GJ-DEMO-CAM-0136","Harij Road Cam 02 - Harij Main Road","Patan","Harij","Dome","online","96.5","",23.770132,71.811677
"GJ-DEMO-CAM-0137","Ranavav Bridge Cam 01 - Ranavav Bridge","Porbandar","Ranavav","Fixed","online","96.5","",21.833081,69.745082
"GJ-DEMO-CAM-0138","Ranavav Highway Cam 02 - Ranavav Bypass Highway","Porbandar","Ranavav","PTZ","online","96.5","",21.842715,69.737621
"GJ-DEMO-CAM-0139","Kutiyana Highway Cam 01 - Kutiyana Bypass Highway","Porbandar","Kutiyana","Bullet","offline","96.5","",21.62673,69.980598
"GJ-DEMO-CAM-0140","Kutiyana Road Cam 02 - Kutiyana Main Road","Porbandar","Kutiyana","Dome","maintenance","96.5","",21.62207,69.987058
"GJ-DEMO-CAM-0141","Gondal Circle Cam 01 - Gondal Circle","Rajkot","Gondal","Fixed","offline","96.5","",21.95704,70.807
"GJ-DEMO-CAM-0142","Gondal Highway Cam 02 - Gondal Bypass Highway","Rajkot","Gondal","PTZ","online","96.5","",21.970744,70.799671
"GJ-DEMO-CAM-0143","Jetpur Railway Station Cam 01 - Jetpur Railway Station","Rajkot","Jetpur","Bullet","online","96.5","",21.74234,70.621328
"GJ-DEMO-CAM-0144","Jetpur Circle Cam 02 - Jetpur Circle","Rajkot","Jetpur","Dome","maintenance","96.5","",21.743616,70.61044
"GJ-DEMO-CAM-0145","Dhoraji Junction Cam 01 - Dhoraji Junction","Rajkot","Dhoraji","Fixed","online","96.5","",21.724622,70.444
"GJ-DEMO-CAM-0146","Dhoraji Railway Station Cam 02 - Dhoraji Railway Station","Rajkot","Dhoraji","PTZ","maintenance","96.5","",21.724836,70.448499
"GJ-DEMO-CAM-0147","Upleta Railway Station Cam 01 - Upleta Railway Station","Rajkot","Upleta","Bullet","maintenance","96.5","",21.730298,70.271977
"GJ-DEMO-CAM-0148","Jasdan Road Cam 01 - Jasdan Main Road","Rajkot","Jasdan","Dome","online","96.5","",22.036068,71.209741
"GJ-DEMO-CAM-0149","Bardoli Bridge Cam 01 - Bardoli Bridge","Surat","Bardoli","Fixed","online","96.5","",21.114776,73.023754
"GJ-DEMO-CAM-0150","Kamrej Bridge Cam 01 - Kamrej Bridge","Surat","Kamrej","PTZ","online","96.5","",21.279768,72.934996
"GJ-DEMO-CAM-0151","Olpad Railway Station Cam 01 - Olpad Railway Station","Surat","Olpad","Bullet","offline","96.5","",21.327388,72.73839
"GJ-DEMO-CAM-0152","Padra Public Place Cam 01 - Padra Town Square","Vadodara","Padra","Dome","online","96.5","",22.225502,73.089999
"GJ-DEMO-CAM-0153","Karjan Bridge Cam 01 - Karjan Bridge","Vadodara","Karjan","Fixed","online","96.5","",22.059259,73.178874
"GJ-DEMO-CAM-0154","Dabhoi Circle Cam 01 - Dabhoi Circle","Vadodara","Dabhoi","PTZ","online","96.5","",22.181787,73.430901
"GJ-DEMO-CAM-0155","Savli Railway Station Cam 01 - Savli Railway Station","Vadodara","Savli","Bullet","online","96.5","",22.311882,73.225631
"GJ-DEMO-CAM-0156","Waghodia Road Cam 01 - Waghodia Main Road","Vadodara","Waghodia","Dome","online","96.5","",22.372144,73.376579
"GJ-DEMO-CAM-0157","Vapi Highway Cam 01 - Vapi Bypass Highway","Valsad","Vapi","Fixed","online","96.5","",20.370974,72.915216
"GJ-DEMO-CAM-0158","Pardi Road Cam 01 - Pardi Main Road","Valsad","Pardi","PTZ","online","96.5","",20.518474,72.950707
"GJ-DEMO-CAM-0159","Umbergam Circle Cam 01 - Umbergam Circle","Valsad","Umbergam","Bullet","online","96.5","",20.173299,72.788197
"GJ-DEMO-CAM-0160","Dharampur Road Cam 01 - Dharampur Main Road","Valsad","Dharampur","Dome","maintenance","96.5","",20.540752,73.194521
"GJ-DEMO-CAM-0161","Amreli Junction Cam 01 - Amreli Junction","Amreli","Amreli","Fixed","online","96.5","",21.614843,71.22481
"GJ-DEMO-CAM-0162","Savarkundla Market Cam 01 - Savarkundla Main Market","Amreli","Savarkundla","PTZ","online","96.5","",21.32869,71.305253
"GJ-DEMO-CAM-0163","Rajula Highway Cam 01 - Rajula Bypass Highway","Amreli","Rajula","Bullet","online","96.5","",21.048383,71.443157
"GJ-DEMO-CAM-0164","Modasa Market Cam 01 - Modasa Main Market","Aravalli","Modasa","Dome","online","96.5","",23.469941,73.28452
"GJ-DEMO-CAM-0165","Bayad Circle Cam 01 - Bayad Circle","Aravalli","Bayad","Fixed","online","96.5","",23.344065,73.339805
"GJ-DEMO-CAM-0166","Palanpur Railway Station Cam 01 - Palanpur Railway Station","Banaskantha","Palanpur","PTZ","online","96.5","",24.171385,72.442827
"GJ-DEMO-CAM-0167","Deesa Public Place Cam 01 - Deesa Town Square","Banaskantha","Deesa","Bullet","online","96.5","",24.241138,72.180193
